idMoTa,idPhanLoai,moTa_vi,moTa_en,ghiChu
,316,"Con đực có vây rất dài và sặc sỡ, màu sắc đa dạng (đỏ, xanh, tím...). Con mái có vây ngắn hơn và màu sắc kém nổi bật hơn.","The male has very long, flowing, and colorful fins, in a wide variety of colors (red, blue, purple, etc.). The female has shorter fins and less vibrant coloration.",
,317,Lia thia hoang dã. Thân màu nâu với hai sọc ngang sẫm màu. Vây có viền màu xanh lam óng ánh. Vây không dài và lộng lẫy như cá lia thia thuần dưỡng.,A wild betta species. The body is brown with two dark horizontal stripes. The fins have an iridescent blue margin. The fins are not long and flowing like the domesticated betta.,
,318,"Thân hình kim cương, rất dẹt và cao. Toàn thân có màu bạc óng ánh với ánh xanh lam nhạt. Vảy rất nhỏ. Vây bụng biến đổi thành hai sợi râu dài.","The body is diamond-shaped, very deep and compressed. It is an iridescent silver color with a pale blue sheen. The scales are very small. The pelvic fins are modified into two long, thread-like feelers.",
,319,"Thân hình bầu dục, dẹt. Màu sắc chủ đạo là xanh ô liu hoặc xám bạc, với nhiều dải xiên màu sẫm chạy dọc thân. Có một sọc đen chạy từ sau mắt đến gốc đuôi.","The body is oval and compressed. The main color is olive-green or silvery-grey, with many faint, dark diagonal bands. A black stripe runs from behind the eye to the tail base.",
,320,Thân màu xanh lam nhạt hoặc xám bạc. Đặc trưng bởi hai đốm đen lớn trên thân: một ở giữa thân và một ở gốc đuôi (mắt được coi là đốm thứ ba).,"The body is pale blue or silvery-grey. It is characterized by two large black spots: one in the mid-body and one at the tail base (the eye acts as the third ""spot"").",
,321,"Thân dẹt, thuôn dài. Màu nâu hoặc xanh ô liu. Có 2-4 sọc ngang màu sẫm chạy dọc thân. Mắt có màu đỏ hoặc xanh ngọc. Vây có các chấm xanh và đỏ óng ánh. Có khả năng tạo ra âm thanh.","Compressed, elongated body. Brown or olive-green. Has 2-4 dark horizontal stripes. The eyes are red or turquoise. Fins have iridescent blue and red spots. Capable of making croaking sounds.",
,322,"Thân dẹt, hình bầu dục cao. Màu nền là xanh ô liu hoặc vàng nâu. Có nhiều sọc ngang màu sẫm chạy dọc thân. Vây lưng có nhiều gai cứng.","The body is deep, oval-shaped, and compressed. The background color is olive-green or yellowish-brown. It has several dark vertical bars along the body. The dorsal fin has many hard spines.",
,323,"Thân dài, dẹt. Đặc trưng bởi cơ thể gần như trong suốt, có thể nhìn thấy xương sống và các cơ quan nội tạng. Có một đường màu bạc chạy dọc bụng. Có hai râu dài ở hàm trên.","The body is long and compressed. It is characterized by its almost transparent body, through which the spine and organs are visible. A silvery line runs along the belly. It has two long maxillary barbels.",
,324,"Tên gọi chung cho nhiều loài cá trèn có thân trong suốt. Thân rất dẹt và trong, không có vây lưng. Vây hậu môn rất dài. Tên khoa học thường dùng là Kryptopterus vitreolus.","A common name for several species of glass catfish. The body is highly compressed and transparent, with no dorsal fin. The anal fin is very long. The scientific name often used is Kryptopterus vitreolus.",
,325,"Thân dẹt, không vảy. Lưng cao. Vây hậu môn rất dài, nối liền với vây đuôi. Có một cặp râu dài ở hàm trên. Thường có một đốm đen lớn ở trên gốc vây ngực.","The body is compressed and scaleless. The back is high. The anal fin is very long, confluent with the caudal fin. It has a pair of long maxillary barbels. Often has a large black spot above the pectoral fin base.",
,326,"Vẻ ngoài tương tự các loài cá trèn khác nhưng đặc trưng bởi đôi mắt nằm rất thấp trên đầu, gần như ngang với mép miệng. Thân dài, dẹt.","Similar in appearance to other sheatfishes but characterized by its eyes, which are positioned very low on the head, almost level with the mouth. The body is elongated and compressed.",
,327,"Cơ thể hình rắn, da trơn nhầy, không có vảy. Vây lưng và vây hậu môn tiêu giảm thành các gờ thấp. Không có vây ngực và vây bụng. Màu sắc thay đổi từ nâu, xám đến vàng.","The body is eel-like, with smooth, slimy, scaleless skin. The dorsal and anal fins are reduced to low ridges. There are no pectoral or pelvic fins. Color is variable, from brown, grey, to yellow.",
,328,"Thân dài, mảnh. Đặc điểm nhận dạng là hàm dưới dài và nhọn hơn nhiều so với hàm trên. Lưng màu ô liu, bụng bạc. Sống ở tầng nước mặt.","The body is long and slender. The key feature is the lower jaw, which is much longer and more pointed than the upper jaw. The back is olive, the belly is silver. It is a surface-dwelling fish.",
,329,"Lìm kìm nước lợ/mặn. Thân rất mảnh và dài. Hàm dưới kéo dài thành một ""mỏ"" dài. Vây lưng và vây hậu môn nằm rất xa về phía sau, gần đuôi.","A brackish/marine halfbeak. The body is very slender and elongated. The lower jaw is extended into a long ""beak"". The dorsal and anal fins are positioned very far back, near the tail.",
,330,Tương tự các loài lìm kìm khác với thân dài và hàm dưới nhọn. Loài này có thể có một đốm đen ở vây lưng. Thường được tìm thấy ở các cửa sông và vùng nước lợ.,Similar to other halfbeaks with an elongated body and a pointed lower jaw. This species may have a black spot on its dorsal fin. Typically found in estuaries and brackish waters.,
,331,"Lìm kìm nhỏ. Thân dài. Đặc điểm nhận dạng có thể bao gồm hình dạng của vây lưng biến đổi ở con đực, một đặc điểm khó quan sát.","A small halfbeak. The body is elongated. Identification features can include the shape of the modified dorsal fin in males, a feature difficult to observe.",
,615,"Thân cây thường có bốn cạnh rõ rệt, đặc biệt ở gốc thường phát triển rễ phụ từ các đốt. Lá của Đình Lịch mọc đối xứng, không có cuống, thường có hình mũi mác hoặc tuyến tính-mũi mác với kích thước khoảng 4-10cm dài và 0.8-1.5cm rộng, mép lá có răng cưa nhỏ và đỉnh lá nhọn. Hoa mọc ở nách lá, mang sắc tím nhạt đặc trưng. Quả là dạng nang thuôn dài chứa nhiều hạt nhỏ, khi ngâm nước sẽ tạo thành một lớp dịch nhầy dễ nhận thấy.","Stem typically quadrangular with prominent edges, particularly at the base where adventitious roots commonly develop from nodes. Leaves opposite, sessile, typically lanceolate or linear-lanceolate, measuring approximately 4-10 cm in length and 0.8-1.5 cm in width, with serrulate margins and acute apex. Flowers axillary, characteristically pale purple. Fruit an elongate capsule containing numerous small seeds; when immersed in water, produces a readily observable mucilaginous layer.",
,618,"Dễ nhận biết qua củ rễ phình to dưới lòng đất và thân cây có lông. Lá cây mọc đối, hình trứng hoặc bầu dục, thường có mép nguyên hoặc hơi lượn sóng. Điểm đặc trưng nhất của Trái Nổ là hoa màu tím nổi bật, hình phễu, thường mọc đơn độc hoặc thành cụm nhỏ ở nách lá. Quả của cây là dạng nang hình trụ dài, khi chín khô sẽ tự nứt ra mạnh mẽ (nổ) và bắn tung hạt ra xa.","Readily identified by enlarged tuberous roots underground and pubescent stem. Leaves opposite, ovate or elliptic, typically with entire or slightly undulate margins. Most distinctive feature is the prominent purple, funnel-shaped flowers, usually solitary or in small axillary clusters. Fruit a long cylindrical capsule that, when mature and dry, dehisces explosively, forcefully dispersing seeds over considerable distances.",
,663,"Nổi bật với những chiếc lá hình mũi tên đặc trưng, mọc thẳng đứng trên cuống dài và có thể nổi trên mặt nước. Cây có thân rễ ngắn, thường phát triển các củ nhỏ dưới bùn. Hoa của Rau Mác có màu trắng, thường mọc thành vòng trên một cụm hoa dài, nhô cao khỏi mặt nước. Quả là dạng tập hợp nhiều quả bế nhỏ, dẹt.","Distinguished by characteristic sagittate leaves, erect on long petioles and capable of floating on water surface. Plant possesses short rhizome, typically producing small tubers in mud substrate. Flowers white, typically arranged in whorls on elongate inflorescence emerging above water. Fruit an aggregate of numerous small, flattened achenes.",
,550,"Đặc điểm dễ nhận biết nhất của nó là thân và cành thường có lông mềm hoặc hơi cứng. Lá cây mọc đối, hình trứng hoặc elip. Cụm hoa là một bông dài, mảnh mọc ở ngọn cành hoặc nách lá, mang nhiều hoa nhỏ màu xanh lục nhạt hoặc hồng. Quả là dạng quả bế, điều đặc biệt là đài hoa thường dai và có móc hoặc gai giúp bám vào quần áo, lông động vật để phát tán.","Most readily identifiable feature is stem and branches typically bearing soft or somewhat rigid pubescence. Leaves opposite, ovate or elliptic. Inflorescence an elongate, slender spike at branch apex or in leaf axils, bearing numerous small pale greenish or pink flowers. Fruit an achene, notably with persistent calyx bearing hooks or spines facilitating attachment to clothing or animal fur for dispersal.",
,554,"Cây dễ nhận biết bởi đặc tính mọc bò sát đất, thân dài từ 40-60cm và thường phân nhiều nhánh, tại mỗi đốt thân hoặc cành thường có rễ phụ bén xuống đất. Lá của Rau Diệu mọc đối xứng, có hình mũi mác hoặc bầu dục, dài khoảng 1-6cm, mép lá nguyên hoặc hơi lượn sóng, có thể có cuống hoặc không tùy thuộc vào giống cây. Hoa nhỏ, có màu trắng, thường mọc thành chùm không cuống ở nách lá.","Plant readily identified by prostrate growth habit, stems 40-60 cm long, typically much-branched, with adventitious roots developing at each stem or branch node. Leaves opposite, lanceolate or elliptic, approximately 1-6 cm long, margins entire or slightly undulate, petiolate or sessile depending on variety. Flowers small, white, typically arranged in sessile axillary clusters.",
,666,"Cây có thân mọc thẳng, nhẵn, thường cao từ 0.3m đến 1m, đôi khi có thể lên tới 2m, và phân nhiều cành. Lá cây mọc so le, hình mũi mác, nguyên, đầu nhọn, dài khoảng 8-10cm và rộng 2-4cm. Điểm nhận dạng nổi bật nhất là cụm hoa: hoa không có cuống, mọc thành bông dài, mảnh (dạng đuôi lươn) hoặc hình lông chim, có màu trắng hoặc hơi hồng bạc.","Plant with erect, glabrous stem, typically 0.3-1 m tall, occasionally reaching 2 m, much-branched. Leaves alternate, lanceolate, entire, acute apex, approximately 8-10 cm long and 2-4 cm wide. Most distinctive identification feature is inflorescence: flowers sessile, arranged in elongate, slender spikes (anguilliform) or plumose, white or slightly silvery pink.",
,667,"Đặc điểm nhận dạng chính là cụm hoa có hình dạng giống như mào gà trống hoặc não bộ, với những nếp gấp nhăn nheo đặc trưng, và thường có màu đỏ tía, hồng, cam hoặc vàng rực rỡ. Lá cây thường hình trứng hoặc mũi mác, màu xanh lục hoặc có ánh tía. Thân cây mọc thẳng, đơn giản hoặc phân nhánh ở phía trên.","Primary identification feature is inflorescence resembling cockscomb or cerebral tissue, with characteristic convoluted folds, typically brilliant crimson, pink, orange, or yellow. Leaves typically ovate or lanceolate, green or with purplish tinge. Stem erect, simple or branched in upper portion.",
,605,"Thường mọc ở các vùng ngập nước hoặc đất ẩm. Điểm nhận dạng chính là lá đơn, nguyên, mọc so le, hình bầu dục hoặc elip. Hoa của Bình Bát có màu trắng kem hoặc vàng nhạt, thường mọc đơn độc ở nách lá hoặc đối diện lá. Quả có hình dạng tròn hoặc hơi bầu dục, vỏ màu xanh lục bóng khi non và chuyển sang màu vàng cam khi chín.","Typically occurring in inundated areas or moist soil. Primary identification feature is simple, entire, alternate leaves, elliptic or ellipsoid. Flowers cream-white or pale yellow, usually solitary in leaf axils or opposite leaves. Fruit globose or slightly ovoid, exocarp glossy green when immature, transitioning to orange-yellow at maturity.",
,668,"Lá cây đơn, mọc so le, hình elip hoặc mũi mác, mặt trên thường xanh đậm và mặt dưới nhạt hơn. Hoa có màu vàng lục, thường mọc đơn độc hoặc thành chùm 2-4 hoa ở nách lá. Đặc điểm nổi bật nhất là quả hình trái tim hoặc tròn, có vỏ ngoài sần sùi với nhiều mắt lồi giống như vảy rồng, màu xanh lục hoặc hơi vàng khi chín.","Leaves simple, alternate, elliptic or lanceolate, adaxial surface typically dark green, abaxial surface paler. Flowers yellowish-green, typically solitary or in clusters of 2-4 in leaf axils. Most distinctive feature is cordate or globose fruit with tuberculate exocarp bearing numerous protuberances resembling dragon scales, green or slightly yellow at maturity.",
,664,"Đặc trưng bởi cành mọc vòng và lá xếp vòng 3–6 lá, hình trái xoan ngược hoặc dạng spatula, đầu lá tròn hoặc hơi tim, mặt trên lá bóng. Cây tiết nhựa mủ trắng đặc trưng của họ Trúc đào. Quả dạng đài dài, hẹp, khi chín tách đôi để phóng thích hạt nhỏ có lông tơ, hỗ trợ phát tán bằng gió.","Characterized by whorled branches and leaves arranged in whorls of 3-6, obovate or spatulate, leaf apex rounded or slightly cordate, adaxial surface lustrous. Plant exudes characteristic white latex of Apocynaceae. Fruit an elongate, narrow follicle, dehiscing at maturity to release small comose seeds, facilitating wind dispersal.",
,462,"Cây có thể cao tới 30 mét với đường kính thân lớn. Lá mọc so le, hình thuôn hoặc elip, màu xanh đậm ở mặt trên và nhạt hơn ở mặt dưới, thường có độ bóng nhất định và mép lá nguyên. Quả là dạng quả mọng hình trứng, ban đầu có màu đỏ sau đó chuyển sang tím rồi đen khi chín, kích thước nhỏ như hạt nho.","Tree reaching 30 meters in height with substantial trunk diameter. Leaves alternate, lanceolate or elliptic, dark green adaxially, paler abaxially, typically with noticeable luster and entire margins. Fruit an ovoid berry, initially red, transitioning to purple then black at maturity, grape-sized.",
,633,"Lá rất to, hình trái tim hoặc hình khiên, có màu xanh lục đậm và thường có gân lá nổi rõ. Điểm đặc biệt là cuống lá dài gắn vào mặt dưới của phiến lá, khiến lá có xu hướng hơi rủ xuống hoặc hướng lên trên như một chiếc ô. Cây phát triển củ ngầm lớn dưới lòng đất.","Leaves very large, cordate or peltate, dark green with typically prominent venation. Distinctive feature is elongate petiole attached to abaxial surface of lamina, causing leaves to incline downward or upward umbrella-like. Plant develops large subterranean corms.",
,632,"Các lá lớn, dày, mềm như nhung, màu xanh lục nhạt, xếp thành hình hoa thị giống như bông hồng nở, nổi trên mặt nước. Bề mặt lá có nhiều lông tơ mịn, không thấm nước, giúp cây nổi dễ dàng. Rễ cây dài, buông thõng trong nước.","Leaves large, thick, velvety, pale green, arranged in rosette resembling open rose, floating on water surface. Leaf surface densely covered with fine trichomes, hydrophobic, facilitating buoyancy. Roots elongate, pendant in water.",
,482,"Thân cây mảnh, có nhiều đốt và được bao phủ bởi các lớp vỏ sợi màu nâu, thường mọc thành bụi dày. Lá dạng hình quạt, xẻ thùy sâu thành nhiều phiến lá hẹp. Điểm đáng chú ý là cuống lá có nhiều gai nhọn dọc theo hai bên mép.","Stem slender, multinodal, covered with brown fibrous sheaths, typically forming dense clumps. Leaves flabellate, deeply lobed into numerous narrow segments. Notable feature is petiole bearing numerous acute spines along both margins.",
,461,"Điểm đặc trưng nhất là sự hiện diện của những chiếc lá biến đổi hình túi rỗng, phình to như quả bóng. Những chiếc túi này được cây sử dụng để làm nơi trú ẩn cho kiến, tạo mối quan hệ cộng sinh. Hoa nhỏ, màu trắng hoặc vàng nhạt.","Most distinctive feature is presence of modified leaves forming hollow, inflated pouches resembling balloons. These domatia serve as ant shelters, establishing myrmecophytic symbiotic relationship. Flowers small, white or pale yellow.",
,548,"Lá dày, mọng, hình bầu dục hoặc elip, màu xanh lục đậm và bề mặt bóng. Hoa thường mọc thành tán hình cầu, mỗi bông hoa nhỏ có hình ngôi sao 5 cánh với chất sáp như sứ, tỏa ra mùi thơm ngọt ngào vào ban đêm.","Leaves thick, succulent, elliptic or ellipsoid, dark green with lustrous surface. Flowers typically arranged in globose umbels, each small flower stellate with five petals, waxy porcelain-like texture, emitting sweet fragrance nocturnally.",
,549,"Lá tương đối dày, hình trứng hoặc thuôn dài, màu xanh lục, có thể có gân nổi rõ hoặc không. Hoa mọc thành tán hình cầu, có màu sắc đa dạng từ vàng nhạt, kem đến cam hoặc hồng, với tâm hoa có màu tương phản.","Leaves relatively thick, ovate or lanceolate, green, venation prominent or obscure. Flowers arranged in globose umbels, diverse coloration from pale yellow, cream to orange or pink, with contrasting corolla center.",
,551,"Thân leo mảnh, lá mọc đối xứng có hình trứng đến trái tim, đỉnh nhọn và gốc tròn hoặc tim. Hoa nhỏ, màu vàng lục, vàng nâu hoặc tím nâu, mọc thành cụm xiêm ở nách lá.","Climbing stem slender, leaves opposite, ovate to cordate, apex acute, base rounded or cordate. Flowers small, yellowish-green, yellowish-brown or purplish-brown, arranged in axillary cymes.",
,674,"Thân phân nhiều cành. Đặc trưng nhất là cụm hoa hình đầu, không có cánh hoa rõ rệt, mang màu vàng tươi hoặc vàng cam, đôi khi có một chấm đỏ ở đỉnh. Cụm hoa có dạng hình nón hoặc hình cầu.","Stem much-branched. Most characteristic feature is capitulum, lacking distinct petals, bright yellow or orange-yellow, occasionally with red apical spot. Inflorescence conical or globose.",
,514,"Thân thẳng đứng, có lông mềm. Lá hình trứng hoặc tam giác, mép lá có răng cưa, bề mặt lá có lông và khi vò có mùi hắc đặc trưng. Hoa nhỏ hình ống, có màu tím, xanh lam nhạt hoặc trắng.","Stem erect, softly pubescent. Leaves ovate or triangular, margins serrate, leaf surface pubescent, emitting characteristic pungent odor when crushed. Flowers small, tubular, purple, pale blue or white.",
,521,"Thân có các rãnh dọc. Cụm hoa hình đầu, mọc đơn lẻ hoặc thành cụm thưa ở đầu cành. Vòng ngoài có cánh màu trắng (hoa lưỡi) và các hoa ở trung tâm màu vàng (hoa ống).",Stem with longitudinal grooves. Capitulum solitary or in sparse clusters at branch apex. Outer whorl with white ray florets and yellow central disc florets.,
,515,"Thân cây có thể cao tới 3 mét hoặc hơn khi leo bám. Lá hình tam giác đến hình trứng, khi vò nát tỏa ra mùi hương nồng đặc trưng. Hoa có màu trắng đến tím nhạt hoặc xanh lơ.","Stem reaching 3 meters or more when climbing. Leaves triangular to ovate, emitting characteristic intense fragrance when crushed. Flowers white to pale purple or pale blue.",
,528,"Thân mềm, mọng nước và có rãnh dọc. Cụm hoa hình đầu, mọc thành ngù ở ngọn. Trước khi nở, các cụm hoa có đặc điểm cúi rủ xuống, sau đó sẽ mọc thẳng lên khi hoa nở. Hoa có màu đỏ nâu, hồng tím hoặc cam.","Stem soft, succulent with longitudinal grooves. Capitula arranged in terminal corymbs. Pre-anthesis inflorescences characteristically nodding, becoming erect at anthesis. Flowers reddish-brown, purplish-pink or orange.",
,509,"Thân mọc thẳng, phân nhiều cành và có lông mịn. Mặt dưới của lá thường có màu nhạt hơn do được phủ một lớp lông tơ màu trắng bạc. Hoa bên trong cụm có màu tím, hồng tím hoặc đôi khi trắng.","Stem erect, much-branched, finely pubescent. Leaf abaxial surface typically paler due to covering of silvery-white tomentum. Flowers within inflorescence purple, purplish-pink or occasionally white.",
,517,"Thân phủ lông cứng, khi bị dập nát sẽ chảy ra nhựa màu đen. Hoa ở vòng ngoài có cánh màu trắng (hoa lưỡi), trong khi các hoa ở trung tâm có màu xanh lục nhạt (hoa ống).","Stem covered with stiff trichomes, exuding black latex when crushed. Outer ray florets white, while central disc florets pale greenish.",
,516,"Cây mọc thành cụm, thân có lông mịn. Điểm đặc trưng là toàn bộ hoa đều là hoa hình ống, có màu xanh lam đến tím oải hương, tạo cảm giác bông xù mịn màng.","Plant growing in clumps, stem finely pubescent. Distinctive feature is all florets tubular, blue to lavender purple, creating soft fluffy appearance.",
,524,"Thân cây hóa gỗ ở gốc. Lá có hình trứng ngược hoặc hình thìa, mùi thơm đặc trưng. Hoa có màu tím hồng hoặc trắng, với các hoa cái ở ngoài và hoa lưỡng tính ở trung tâm.","Stem woody at base. Leaves obovate or spatulate, characteristically aromatic. Flowers purplish-pink or white, with pistillate florets peripheral and hermaphroditic florets central.",
,518,"Thân cây phân nhiều nhánh, có các ""cánh"" hoặc rìa chạy dọc theo thân. Cụm hoa đặc trưng là một cụm hoa kép hình cầu hoặc trứng, có màu xanh lục, hồng hoặc tím nhạt.","Stem much-branched, bearing wings or longitudinal flanges. Characteristic inflorescence is compound globose or ovoid capitulum, greenish, pink or pale purple.",
,519,"Thân cây mọng nước, mọc thẳng hoặc bò. Cụm hoa là các đầu không cuống, tụ lại thành một khối hình cầu dày đặc ở nách lá. Hoa bên trong có màu trắng, xanh lục nhạt hoặc hơi tím.","Stem succulent, erect or prostrate. Inflorescence composed of sessile capitula aggregated into dense globose mass in leaf axils. Flowers white, pale greenish or slightly purple.",
,510,"Điểm nhận dạng chính là cụm hoa hình đầu mọc tụ tập ở các mấu thân (nách lá), thường không có cuống. Mỗi cụm hoa nhỏ, mang hoa màu vàng nhạt hoặc vàng.","Primary identification feature is capitula aggregated at stem nodes (leaf axils), typically sessile. Each inflorescence small, bearing pale yellow or yellow flowers.",
,522,"Đặc điểm nổi bật nhất là quả. Cụm hoa cái phát triển thành một quả giả hình trứng hoặc elip, bao bọc bởi một lớp vỏ cứng màu nâu, trên bề mặt có rất nhiều gai móc.","Most distinctive feature is fruit. Pistillate inflorescence developing into ovoid or ellipsoid syncarp, enclosed by indurate brown pericarp bearing numerous hooked spines on surface.",
,602,"Thân quấn, nhẵn, mọng nước. Lá dày, hình trứng hoặc gần hình tim, bề mặt bóng. Quả mọng hình cầu, khi chín có màu tím đen đậm, chứa nhiều nước dịch màu tím.","Stem twining, glabrous, succulent. Leaves thick, ovate or subcordate, surface lustrous. Berry globose, at maturity deep purplish-black, containing abundant purple juice.",
,603,"Điểm khác biệt chính là thân và cuống lá có màu tím hoặc đỏ tía rõ rệt. Hoa nhỏ, thường có màu hồng đến tím nhạt.","Primary distinguishing feature is stem and petioles distinctly purple or reddish-purple. Flowers small, typically pink to pale purple.",
,623,"Có hai dạng lá: Lá dinh dưỡng kép lông chim một lần, mép răng cưa sắc. Lá sinh sản có các lá chét bị thu hẹp lại thành dạng dải hẹp, mặt dưới phủ đầy các túi bào tử màu nâu.","Dimorphic fronds: Vegetative fronds once-pinnate, margins sharply serrate. Fertile fronds with pinnae contracted into narrow bands, abaxial surface densely covered with brown sporangia.",
,624,Các lá chét có hình thuôn dài đến mũi mác và có mép lá khía răng cưa rất đều. Các túi bào tử sắp xếp thành một dải dài liên tục chạy dọc hai bên gân chính ở mặt dưới lá.,Pinnae lanceolate to linear-lanceolate with uniformly serrate margins. Sporangia arranged in continuous elongate bands along both sides of midrib on abaxial surface.,
,665,"Đặc điểm đặc trưng nhất là cụm hoa: mọc ở ngọn thân hoặc nách lá, có dạng bọ cạp, cong lại ở phần ngọn giống như vòi của con voi. Hoa nhỏ màu trắng hoặc tím nhạt.","Most characteristic feature is inflorescence: terminal or axillary, scorpioid, apex recurved resembling elephant trunk. Flowers small, white or pale purple.",
,599,"Lá kép chân vịt với 3 đến 7 lá chét. Mỗi bông hoa có 4 cánh rời, màu hồng đến tím hồng và có các nhị hoa cùng vòi nhụy vươn dài ra ngoài một cách rõ rệt.","Leaves palmately compound with 3-7 leaflets. Each flower with 4 distinct petals, pink to purplish-pink, with stamens and style conspicuously exserted.",
,444,"Các cành non thường có tiết diện vuông, có 4 cạnh hoặc 4 cánh mỏng. Quả là dạng quả khô, có 4 cánh mỏng, nổi rõ, giúp quả có thể bay theo gió để phát tán.","Young branches typically with square cross-section, bearing 4 angles or 4 thin wings. Fruit a dry capsule with 4 thin, prominent wings facilitating wind dispersal.",
,631,"Thân cây mọng nước. Đặc điểm nhận dạng nổi bật là hoa của nó mọc ra từ một cái mo hình tim gập lại, có hai cánh lớn màu xanh lam và một cánh nhỏ màu trắng.","Stem succulent. Distinctive identification feature is flower emerging from folded cordate spathe, with two large blue petals and one small white petal.",
,455,"Thân cây rỗng, giúp cây nổi trên mặt nước. Hoa có hình phễu (loa kèn), màu trắng hoặc tím hồng nhạt, với phần tâm họng có màu đậm hơn.","Stem hollow, facilitating flotation on water surface. Flowers funnel-shaped (campanulate), white or pale purplish-pink, with throat darker pigmented.",
,454,"Thân cây nhỏ, quấn. Hoa mọc đơn lẻ, hình phễu nhỏ, thường có màu trắng hoặc vàng kem, với một tâm nhỏ màu tím sẫm hoặc nâu đỏ rất khác biệt ở giữa họng hoa.","Stem small, twining. Flowers solitary, small funnel-shaped, typically white or cream-yellow, with distinctive small dark purple or reddish-brown center in corolla throat.",
,453,"Đặc điểm nhận dạng quan trọng là cụm hoa: mọc thành cụm có dạng xim hình tán (giống cái ô) ở nách lá, hoa hình phễu, màu vàng tươi hoặc vàng lưu huỳnh rực rỡ.","Important identification feature is inflorescence: arranged in umbellate cymes (umbrella-like) in leaf axils, flowers funnel-shaped, bright yellow or brilliant sulfur yellow.",
,449,"Leo nhờ các tua cuốn đơn. Đơn tính khác gốc. Hoa hình chuông trắng. Quả mọng hình bầu dục, khi chín chuyển sang màu đỏ tươi rất bắt mắt.","Climbing via simple tendrils. Dioecious. Flowers campanulate, white. Berry ellipsoid, at maturity transitioning to conspicuous bright red.",
,448,"Thân cây mảnh, có lông. Hoa màu trắng hoặc kem nhạt. Quả mọng hình thoi, khi chín chuyển sang màu cam hoặc đỏ và có các đường gân dọc.","Stem slender, pubescent. Flowers white or pale cream. Berry rhomboid, at maturity transitioning to orange or red with longitudinal ridges.",
,450,"Đặc điểm độc đáo nhất là quả: rất nhỏ, hình trứng, có gai và khô. Khi chín, quả mở ra bằng một ""cái nắp"" (operculum) ở đỉnh để hạt thoát ra ngoài.","Most unique feature is fruit: very small, ovoid, spiny and dry. At maturity, fruit dehisces via apical operculum allowing seed release.",
,447,"Hoa màu trắng, rất lớn, với các cánh hoa có mép được cắt xẻ thành các sợi dài như ren. Quả hình cầu lớn, khi chín chuyển sang màu đỏ tươi hoặc cam đỏ.","Flowers white, very large, with petal margins lacerate into long filamentous fringe. Fruit large globose, at maturity transitioning to bright red or reddish-orange.",
,446,"Đơn tính cùng gốc. Hoa rất nhỏ, màu trắng kem hoặc vàng nhạt. Quả mọng nhỏ hình trứng, khi chín chuyển sang màu đỏ hoặc đen.","Monoecious. Flowers very small, cream-white or pale yellow. Small ovoid berry, at maturity transitioning to red or black.",
,662,"Hoàn toàn không có chất diệp lục. Thân dạng sợi mảnh, màu vàng hoặc cam, quấn chặt cây chủ. Lá tiêu biến thành vảy rất nhỏ. Hút dinh dưỡng qua giác mút.","Completely achlorophyllous. Stem filiform, yellow or orange, tightly twining around host plant. Leaves reduced to minute scales. Nutrient absorption via haustoria.",
,505,"Thân khí sinh mọc thẳng, tiết diện ba cạnh rõ rệt. Cụm hoa là một dạng tán kép, các gié hoa hình trụ trông giống hình ngón tay.","Aerial stem erect, cross-section distinctly trigonous. Inflorescence a compound umbel, spikelets cylindrical resembling fingers.",
,495,"Thân mọc riêng lẻ hoặc thành cụm nhỏ, ba cạnh. Đặc điểm nổi bật là cụm hoa tán kép hoặc tam, rất lỏng lẻo; các bông nhỏ xếp cách xa nhau rõ rệt.","Culms solitary or in small clumps, trigonous. Distinctive feature is compound umbel or anthela, very lax; spikelets distinctly spaced apart.",
,497,"Đặc điểm đặc trưng là hệ lá thường bị tiêu giảm mạnh, chỉ còn bẹ ở gốc thân. Quả bế màu trắng ngà và bề mặt sần sùi do các mụn nhỏ li ti.","Characteristic feature is leaf system typically greatly reduced, only basal sheaths remaining. Achene ivory white, surface tuberculate due to minute papillae.",
,503,"Thân cây cực kỳ mảnh, dạng sợi tóc, thường cong hoặc uốn ngược lại. Cụm hoa là một bông nhỏ duy nhất, đơn độc ở đỉnh mỗi thân.","Culm extremely slender, capillary, typically curved or recurved. Inflorescence a single small spikelet, solitary at apex of each culm.",
,504,"Phát triển thân bò ngầm phình to thành củ màu nâu sẫm (ăn được). Thân khí sinh hình trụ tròn, rỗng ruột và có các vách ngăn ngang bên trong.","Develops creeping rhizome swollen into dark brown tuber (edible). Aerial culm terete, hollow with internal transverse septa.",
,484,"Thân tiết diện bốn đến năm cạnh. Cụm hoa là một tán kép hoặc tam phân, tạo thành một khối tán rộng mang rất nhiều bông nhỏ màu nâu đỏ.","Culm cross-section 4-5 angled. Inflorescence a compound umbel or anthela, forming broad umbellate mass bearing numerous small reddish-brown spikelets.",
,493,"Không có thân khí sinh rõ rệt, lá mọc trực tiếp từ thân rễ thành hình hoa thị. Cụm hoa hình đầu đơn độc ở đỉnh, quả là dạng quả hạch.","Lacking distinct aerial culm, leaves emerging directly from rhizome in rosette. Inflorescence a solitary terminal capitulum, fruit a nutlet.",
,501,"Cây rất khỏe và thô ráp, cao 2-4 mét, thân ba cạnh với các góc rất nhám. Lá cứng như da, mép và gân giữa có gai nhọn, sắc.","Plant very robust and coarse, 2-4 meters tall, culm trigonous with very scabrous angles. Leaves coriaceous, margins and midrib bearing acute, sharp spines.",
